plume_id,status,reason,source_mask,reference,reference_kind,out_mask,positive_pixels
ang20200830t200228-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200830t200228-A/s2_mask_512.tif,26
ang20200830t202837-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200830t202837-A/s2_mask_512.tif,111
ang20200830t202837-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200830t202837-B/s2_mask_512.tif,46
ang20200830t213807-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200830t213807-A/s2_mask_512.tif,33
ang20200919t220130-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200919t220130-A/s2_mask_512.tif,353
ang20200919t221056-1,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200919t221056-1/s2_mask_512.tif,167
ang20200924t220155-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200924t220155-A/s2_mask_512.tif,36
ang20200924t220735-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200924t220735-A/s2_mask_512.tif,36
ang20200924t220735-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20200924t220735-B/s2_mask_512.tif,24
ang20220308t221613-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220308t221613-A/s2_mask_512.tif,115
ang20220311t192131-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220311t192131-A/s2_mask_512.tif,78
ang20220311t205920-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220311t205920-A/s2_mask_512.tif,87
ang20220318t202431-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220318t202431-A/s2_mask_512.tif,281
ang20220318t203132-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220318t203132-A/s2_mask_512.tif,109
ang20220324t182439-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t182439-A/s2_mask_512.tif,34
ang20220324t191818-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t191818-B/s2_mask_512.tif,89
ang20220324t193809-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t193809-A/s2_mask_512.tif,30
ang20220324t195537-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t195537-A/s2_mask_512.tif,92
ang20220324t195537-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t195537-E/s2_mask_512.tif,92
ang20220324t202850-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t202850-A/s2_mask_512.tif,72
ang20220324t204413-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t204413-A/s2_mask_512.tif,324
ang20220324t211235-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t211235-A/s2_mask_512.tif,222
ang20220324t211235-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t211235-B/s2_mask_512.tif,77
ang20220324t212542-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220324t212542-A/s2_mask_512.tif,410
ang20220325t173925-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220325t173925-A/s2_mask_512.tif,281
ang20220325t175529-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220325t175529-A/s2_mask_512.tif,50
ang20220325t175529-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220325t175529-B/s2_mask_512.tif,43
ang20220325t175529-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220325t175529-D/s2_mask_512.tif,98
ang20220325t180940-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220325t180940-A/s2_mask_512.tif,64
ang20220325t180940-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220325t180940-B/s2_mask_512.tif,48
ang20220415t182136-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-A/s2_mask_512.tif,90
ang20220415t182136-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-B/s2_mask_512.tif,38
ang20220415t182136-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-C/s2_mask_512.tif,119
ang20220415t182136-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-E/s2_mask_512.tif,77
ang20220415t182136-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-F/s2_mask_512.tif,6
ang20220415t182136-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-G/s2_mask_512.tif,41
ang20220415t182136-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-H/s2_mask_512.tif,24
ang20220415t182136-I,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-I/s2_mask_512.tif,59
ang20220415t182136-L,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t182136-L/s2_mask_512.tif,61
ang20220415t184411-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t184411-A/s2_mask_512.tif,60
ang20220415t184411-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t184411-B/s2_mask_512.tif,38
ang20220415t184411-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t184411-C/s2_mask_512.tif,68
ang20220415t184411-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t184411-D/s2_mask_512.tif,14
ang20220415t184411-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t184411-E/s2_mask_512.tif,26
ang20220415t190337-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t190337-B/s2_mask_512.tif,75
ang20220415t192319-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t192319-A/s2_mask_512.tif,27
ang20220415t192319-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t192319-B/s2_mask_512.tif,44
ang20220415t192319-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t192319-C/s2_mask_512.tif,37
ang20220415t194100-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t194100-A/s2_mask_512.tif,17
ang20220415t194100-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t194100-B/s2_mask_512.tif,49
ang20220415t194100-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t194100-C/s2_mask_512.tif,45
ang20220415t200019-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t200019-A/s2_mask_512.tif,24
ang20220415t200019-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220415t200019-B/s2_mask_512.tif,42
ang20220430t181449-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t181449-A/s2_mask_512.tif,100
ang20220430t181449-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t181449-B/s2_mask_512.tif,130
ang20220430t181449-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t181449-C/s2_mask_512.tif,48
ang20220430t183401-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t183401-A/s2_mask_512.tif,165
ang20220430t183401-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t183401-B/s2_mask_512.tif,42
ang20220430t183401-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t183401-C/s2_mask_512.tif,92
ang20220430t183401-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t183401-D/s2_mask_512.tif,22
ang20220430t185129-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t185129-A/s2_mask_512.tif,33
ang20220430t185129-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t185129-B/s2_mask_512.tif,136
ang20220430t185129-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t185129-C/s2_mask_512.tif,67
ang20220430t185129-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t185129-E/s2_mask_512.tif,54
ang20220430t191123-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t191123-A/s2_mask_512.tif,96
ang20220430t191123-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t191123-C/s2_mask_512.tif,66
ang20220430t191123-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t191123-D/s2_mask_512.tif,29
ang20220430t191123-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t191123-E/s2_mask_512.tif,40
ang20220430t192857-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t192857-A/s2_mask_512.tif,131
ang20220430t192857-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t192857-B/s2_mask_512.tif,22
ang20220430t192857-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t192857-C/s2_mask_512.tif,18
ang20220430t192857-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t192857-D/s2_mask_512.tif,16
ang20220430t192857-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t192857-E/s2_mask_512.tif,51
ang20220430t194813-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t194813-A/s2_mask_512.tif,154
ang20220430t194813-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t194813-B/s2_mask_512.tif,157
ang20220430t194813-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t194813-D/s2_mask_512.tif,71
ang20220430t194813-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t194813-E/s2_mask_512.tif,63
ang20220430t194813-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t194813-F/s2_mask_512.tif,65
ang20220430t200454-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t200454-A/s2_mask_512.tif,90
ang20220430t200454-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t200454-B/s2_mask_512.tif,31
ang20220430t200454-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t200454-C/s2_mask_512.tif,34
ang20220430t200454-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t200454-D/s2_mask_512.tif,62
ang20220430t200454-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t200454-E/s2_mask_512.tif,58
ang20220430t202323-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t202323-A/s2_mask_512.tif,95
ang20220430t203934-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t203934-A/s2_mask_512.tif,131
ang20220430t203934-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t203934-B/s2_mask_512.tif,11
ang20220430t203934-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t203934-C/s2_mask_512.tif,105
ang20220430t203934-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t203934-D/s2_mask_512.tif,24
ang20220430t203934-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t203934-E/s2_mask_512.tif,54
ang20220430t205825-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t205825-A/s2_mask_512.tif,37
ang20220430t205825-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t205825-B/s2_mask_512.tif,16
ang20220430t211621-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t211621-A/s2_mask_512.tif,108
ang20220430t211621-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220430t211621-B/s2_mask_512.tif,35
ang20220501t160258-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t160258-A/s2_mask_512.tif,89
ang20220501t160258-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t160258-B/s2_mask_512.tif,158
ang20220501t160258-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t160258-C/s2_mask_512.tif,175
ang20220501t160258-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t160258-D/s2_mask_512.tif,50
ang20220501t160258-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t160258-E/s2_mask_512.tif,64
ang20220501t160258-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t160258-F/s2_mask_512.tif,70
ang20220501t161733-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t161733-A/s2_mask_512.tif,84
ang20220501t161733-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t161733-B/s2_mask_512.tif,29
ang20220501t163231-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t163231-A/s2_mask_512.tif,481
ang20220501t164820-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t164820-A/s2_mask_512.tif,56
ang20220501t171816-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t171816-A/s2_mask_512.tif,44
ang20220501t173311-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t173311-A/s2_mask_512.tif,39
ang20220501t173311-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t173311-B/s2_mask_512.tif,34
ang20220501t175021-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220501t175021-B/s2_mask_512.tif,46
ang20220514t182953-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220514t182953-A/s2_mask_512.tif,162
ang20220514t183955-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220514t183955-A/s2_mask_512.tif,334
ang20220520t192245-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t192245-A/s2_mask_512.tif,42
ang20220520t192905-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t192905-A/s2_mask_512.tif,19
ang20220520t192905-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t192905-B/s2_mask_512.tif,33
ang20220520t193549-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t193549-A/s2_mask_512.tif,32
ang20220520t193549-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t193549-B/s2_mask_512.tif,31
ang20220520t193549-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t193549-D/s2_mask_512.tif,25
ang20220520t194728-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t194728-A/s2_mask_512.tif,13
ang20220520t194728-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t194728-B/s2_mask_512.tif,7
ang20220520t194728-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t194728-C/s2_mask_512.tif,53
ang20220520t195513-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t195513-A/s2_mask_512.tif,8
ang20220520t195513-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t195513-B/s2_mask_512.tif,30
ang20220520t195513-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t195513-C/s2_mask_512.tif,6
ang20220520t201527-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t201527-A/s2_mask_512.tif,4
ang20220520t201527-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t201527-B/s2_mask_512.tif,4
ang20220520t201527-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t201527-C/s2_mask_512.tif,4
ang20220520t202701-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t202701-A/s2_mask_512.tif,10
ang20220520t202701-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t202701-B/s2_mask_512.tif,6
ang20220520t202701-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t202701-C/s2_mask_512.tif,3
ang20220520t203154-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t203154-A/s2_mask_512.tif,8
ang20220520t203626-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t203626-A/s2_mask_512.tif,9
ang20220520t204322-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t204322-A/s2_mask_512.tif,10
ang20220520t204740-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220520t204740-A/s2_mask_512.tif,8
ang20220523t181247-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220523t181247-A/s2_mask_512.tif,9
ang20220523t183911-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220523t183911-A/s2_mask_512.tif,8
ang20220530t192259-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220530t192259-A/s2_mask_512.tif,6
ang20220530t201634-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220530t201634-A/s2_mask_512.tif,33
ang20220530t204330-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220530t204330-A/s2_mask_512.tif,18
ang20220530t212255-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220530t212255-A/s2_mask_512.tif,24
ang20220614t164922-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220614t164922-A/s2_mask_512.tif,128
ang20220615t170720-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220615t170720-A/s2_mask_512.tif,3395
ang20220615t170720-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220615t170720-B/s2_mask_512.tif,623
ang20220822t183354-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t183354-A/s2_mask_512.tif,56
ang20220822t184807-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t184807-A/s2_mask_512.tif,46
ang20220822t184807-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t184807-B/s2_mask_512.tif,34
ang20220822t190151-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t190151-A/s2_mask_512.tif,335
ang20220822t190151-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t190151-B/s2_mask_512.tif,38
ang20220822t190151-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t190151-C/s2_mask_512.tif,23
ang20220822t191553-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t191553-A/s2_mask_512.tif,19
ang20220822t191553-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t191553-B/s2_mask_512.tif,33
ang20220822t191553-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t191553-C/s2_mask_512.tif,16
ang20220822t191553-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t191553-D/s2_mask_512.tif,12
ang20220822t193055-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220822t193055-A/s2_mask_512.tif,15
ang20220903t184312-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220903t184312-A/s2_mask_512.tif,156
ang20220903t184312-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220903t184312-B/s2_mask_512.tif,79
ang20220903t184312-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220903t184312-C/s2_mask_512.tif,53
ang20220903t184312-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220903t184312-D/s2_mask_512.tif,127
ang20220903t184312-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220903t184312-E/s2_mask_512.tif,1891
ang20220903t184312-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220903t184312-F/s2_mask_512.tif,4097
ang20220927t175402-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20220927t175402-A/s2_mask_512.tif,132
ang20230201t155152-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t155152-A/s2_mask_512.tif,988
ang20230201t160631-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t160631-A/s2_mask_512.tif,1219
ang20230201t163242-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t163242-A/s2_mask_512.tif,674
ang20230201t163242-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t163242-B/s2_mask_512.tif,640
ang20230201t164640-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t164640-A/s2_mask_512.tif,530
ang20230201t165511-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t165511-A/s2_mask_512.tif,406
ang20230201t170953-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t170953-A/s2_mask_512.tif,482
ang20230201t171405-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t171405-A/s2_mask_512.tif,425
ang20230201t175747-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t175747-A/s2_mask_512.tif,191
ang20230201t182411-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t182411-A/s2_mask_512.tif,2148
ang20230201t182411-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t182411-B/s2_mask_512.tif,985
ang20230201t182411-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t182411-C/s2_mask_512.tif,2105
ang20230201t183955-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t183955-A/s2_mask_512.tif,352
ang20230201t184636-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t184636-A/s2_mask_512.tif,531
ang20230201t184636-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t184636-B/s2_mask_512.tif,3738
ang20230201t190245-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t190245-A/s2_mask_512.tif,1991
ang20230201t190245-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t190245-B/s2_mask_512.tif,978
ang20230201t190850-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230201t190850-A/s2_mask_512.tif,256
ang20230318t170020-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230318t170020-A/s2_mask_512.tif,103
ang20230318t170914-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230318t170914-A/s2_mask_512.tif,219
ang20230318t171710-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230318t171710-A/s2_mask_512.tif,78
ang20230318t193432-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230318t193432-A/s2_mask_512.tif,71
ang20230318t193432-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230318t193432-B/s2_mask_512.tif,355
ang20230318t195013-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230318t195013-A/s2_mask_512.tif,130
ang20230318t195013-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/ang20230318t195013-B/s2_mask_512.tif,508
av320240829t192337-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t192337-A/s2_mask_512.tif,43
av320240829t192337-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t192337-B/s2_mask_512.tif,71
av320240829t192337-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t192337-C/s2_mask_512.tif,69
av320240829t192337-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t192337-D/s2_mask_512.tif,122
av320240829t192337-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t192337-E/s2_mask_512.tif,56
av320240829t194938-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t194938-A/s2_mask_512.tif,27
av320240829t194938-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t194938-B/s2_mask_512.tif,17
av320240829t194938-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t194938-C/s2_mask_512.tif,68
av320240829t194938-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t194938-D/s2_mask_512.tif,10
av320240829t194938-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t194938-F/s2_mask_512.tif,98
av320240829t194938-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t194938-G/s2_mask_512.tif,87
av320240829t194938-H,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t194938-H/s2_mask_512.tif,369
av320240829t211158-A,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t211158-A/s2_mask_512.tif,14
av320240829t211158-B,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t211158-B/s2_mask_512.tif,21
av320240829t211158-C,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t211158-C/s2_mask_512.tif,115
av320240829t211158-D,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t211158-D/s2_mask_512.tif,570
av320240829t211158-E,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t211158-E/s2_mask_512.tif,154
av320240829t211158-F,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t211158-F/s2_mask_512.tif,12
av320240829t211158-G,ok,exists,,,,/diniuvol/yuyao/s2_canonical_masks_v4/av320240829t211158-G/s2_mask_512.tif,285
