plume_id,status,reason,mask_positive_pixels,mask_center20_sum,s2_0_std_512,s2_-7_std_512,s2_prev2_std_512,s2_prev3_std_512,s2_-90_std_512,s2_-360_std_512,resized_512x512_path
tan20250707t114620c21s4001-B,ok,,28211,400,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-B/resized_512x512.tif
tan20250707t114620c21s4001-C,ok,,8652,400,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-C/resized_512x512.tif
tan20250707t114620c21s4001-E,ok,,7421,400,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-E/resized_512x512.tif
tan20250707t114620c21s4001-F,ok,,26729,355,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-F/resized_512x512.tif
tan20250707t114620c21s4001-G,ok,,8652,365,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-G/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-G/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-G/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-G/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-G/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-G/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-G/resized_512x512.tif
tan20250707t114620c21s4001-H,ok,,8652,356,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-H/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-H/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-H/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-H/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-H/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-H/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-H/resized_512x512.tif
tan20250707t114620c21s4001-I,ok,,27752,372,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-I/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-I/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-I/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-I/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-I/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-I/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250707t114620c21s4001-I/resized_512x512.tif
tan20250708t110521c58s4001-C,ok,,660,294,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110521c58s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110521c58s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110521c58s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110521c58s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110521c58s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110521c58s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110521c58s4001-C/resized_512x512.tif
tan20250708t110853c95s4001-A,ok,,793,270,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-A/resized_512x512.tif
tan20250708t110853c95s4001-B,ok,,1880,221,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-B/resized_512x512.tif
tan20250708t110853c95s4001-C,ok,,1086,330,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-C/resized_512x512.tif
tan20250708t110853c95s4001-D,ok,,862,262,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-D/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-D/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-D/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-D/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-D/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-D/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-D/resized_512x512.tif
tan20250708t110853c95s4001-E,ok,,4540,326,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-E/resized_512x512.tif
tan20250708t110853c95s4001-F,ok,,907,187,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-F/resized_512x512.tif
tan20250708t110853c95s4001-G,ok,,2124,323,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-G/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-G/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-G/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-G/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-G/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-G/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-G/resized_512x512.tif
tan20250708t110853c95s4001-H,ok,,3544,338,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-H/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-H/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-H/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-H/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-H/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-H/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-H/resized_512x512.tif
tan20250708t110853c95s4001-I,ok,,2336,330,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-I/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-I/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-I/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-I/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-I/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-I/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-I/resized_512x512.tif
tan20250708t110853c95s4001-L,ok,,535,249,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-L/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-L/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-L/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-L/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-L/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-L/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-L/resized_512x512.tif
tan20250708t110853c95s4001-M,ok,,409,273,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-M/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-M/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-M/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-M/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-M/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-M/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-M/resized_512x512.tif
tan20250708t110853c95s4001-N,ok,,5875,380,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-N/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-N/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-N/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-N/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-N/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-N/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250708t110853c95s4001-N/resized_512x512.tif
tan20250709t085527c89s4001-A,ok,,10365,364,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-A/resized_512x512.tif
tan20250709t085527c89s4001-B,ok,,10385,373,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-B/resized_512x512.tif
tan20250709t085527c89s4001-C,ok,,1340,384,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t085527c89s4001-C/resized_512x512.tif
tan20250709t181548c58s4001-A,ok,,3273,285,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-A/resized_512x512.tif
tan20250709t181548c58s4001-B,ok,,925,287,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-B/resized_512x512.tif
tan20250709t181548c58s4001-C,ok,,1955,282,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-C/resized_512x512.tif
tan20250709t181548c58s4001-D,ok,,305,262,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-D/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-D/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-D/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-D/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-D/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-D/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-D/resized_512x512.tif
tan20250709t181548c58s4001-E,ok,,1069,213,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-E/resized_512x512.tif
tan20250709t181548c58s4001-F,ok,,7105,332,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-F/resized_512x512.tif
tan20250709t181548c58s4001-G,ok,,6506,346,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-G/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-G/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-G/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-G/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-G/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-G/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20250709t181548c58s4001-G/resized_512x512.tif
